user_id,transport,recycle,plastic,meat,task,score
2649,Car,Yes,Yes,Rarely,Use public transport today,50
2650,Walk/Cycle,No,No,Daily,Use cloth bags while shopping,70
2651,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
2652,Car,Yes,No,Rarely,Avoid single-use plastic,70
2653,Public Transport,Yes,No,No,Reduce electricity usage,100
2654,Public Transport,Yes,Yes,Daily,Use public transport today,70
2655,Car,No,No,Rarely,Try vegetarian meal,50
2656,Public Transport,No,Yes,Rarely,Use public transport today,60
2657,Car,No,Yes,No,Carry reusable water bottle,30
2658,Walk/Cycle,Yes,Yes,Daily,Use cloth bags while shopping,70
2659,Public Transport,Yes,No,Rarely,Use cloth bags while shopping,100
2660,Car,No,Yes,Daily,Reduce electricity usage,20
2661,Walk/Cycle,Yes,No,Daily,Walk instead of driving for short distances,90
2662,Public Transport,Yes,Yes,Rarely,Use public transport today,80
2663,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
2664,Public Transport,No,Yes,No,Reduce electricity usage,60
2665,Walk/Cycle,Yes,No,Rarely,Use public transport today,100
2666,Public Transport,No,Yes,Few times,Reduce shower time by 2 minutes,60
2667,Walk/Cycle,No,Yes,Daily,Reduce electricity usage,50
2668,Walk/Cycle,No,Yes,Few times,Turn off unused lights,60
2669,Public Transport,Yes,Yes,Rarely,Try vegetarian meal,80
2670,Walk/Cycle,No,No,Rarely,Turn off unused lights,80
2671,Public Transport,No,Yes,Rarely,Avoid single-use plastic,60
2672,Walk/Cycle,Yes,No,No,Use cloth bags while shopping,100
2673,Car,Yes,Yes,Rarely,Try vegetarian meal,50
2674,Car,Yes,No,Few times,Try vegetarian meal,70
2675,Walk/Cycle,No,Yes,Rarely,Use public transport today,60
2676,Car,No,Yes,No,Reduce electricity usage,30
2677,Car,No,No,Few times,Use cloth bags while shopping,50
2678,Walk/Cycle,No,No,Rarely,Use cloth bags while shopping,80
2679,Walk/Cycle,Yes,No,Few times,Reduce electricity usage,100
2680,Walk/Cycle,No,Yes,Few times,Try vegetarian meal,60
2681,Walk/Cycle,No,Yes,Few times,Reduce shower time by 2 minutes,60
2682,Car,Yes,No,Daily,Turn off unused lights,60
2683,Public Transport,No,Yes,Few times,Avoid single-use plastic,60
2684,Public Transport,No,No,No,Use cloth bags while shopping,80
2685,Car,Yes,No,Few times,Avoid single-use plastic,70
2686,Public Transport,Yes,Yes,Daily,Turn off unused lights,70
2687,Car,No,Yes,No,Use public transport today,30
2688,Walk/Cycle,Yes,Yes,Rarely,Reduce shower time by 2 minutes,80
2689,Public Transport,Yes,No,Rarely,Use cloth bags while shopping,100
2690,Walk/Cycle,Yes,Yes,Few times,Turn off unused lights,80
2691,Car,Yes,Yes,Rarely,Walk instead of driving for short distances,50
2692,Car,No,Yes,Daily,Turn off unused lights,20
2693,Walk/Cycle,Yes,Yes,Few times,Carry reusable water bottle,80
2694,Public Transport,Yes,Yes,Few times,Avoid single-use plastic,80
2695,Public Transport,No,No,Few times,Unplug unused chargers,80
2696,Car,No,Yes,Daily,Try vegetarian meal,20
2697,Walk/Cycle,No,No,No,Use cloth bags while shopping,80
2698,Car,Yes,No,Daily,Plant or water a plant,60
2699,Car,No,Yes,Rarely,Avoid single-use plastic,30
2700,Car,Yes,Yes,Few times,Use public transport today,50
2701,Walk/Cycle,Yes,No,Daily,Unplug unused chargers,90
2702,Walk/Cycle,No,No,Rarely,Plant or water a plant,80
2703,Public Transport,No,Yes,Daily,Carry reusable water bottle,50
2704,Walk/Cycle,No,No,No,Try vegetarian meal,80
2705,Car,Yes,No,Few times,Try vegetarian meal,70
2706,Walk/Cycle,Yes,Yes,Daily,Use public transport today,70
2707,Car,No,No,Rarely,Plant or water a plant,50
2708,Public Transport,Yes,Yes,Rarely,Plant or water a plant,80
2709,Car,No,No,No,Reduce shower time by 2 minutes,50
2710,Car,No,Yes,Daily,Use public transport today,20
2711,Public Transport,Yes,Yes,Daily,Reduce electricity usage,70
2712,Public Transport,No,No,No,Walk instead of driving for short distances,80
2713,Public Transport,No,Yes,Rarely,Avoid single-use plastic,60
2714,Walk/Cycle,No,Yes,Rarely,Reduce shower time by 2 minutes,60
2715,Public Transport,Yes,No,Few times,Turn off unused lights,100
2716,Walk/Cycle,No,Yes,Daily,Avoid single-use plastic,50
2717,Walk/Cycle,No,Yes,No,Use cloth bags while shopping,60
2718,Walk/Cycle,No,Yes,No,Carry reusable water bottle,60
2719,Walk/Cycle,Yes,No,No,Use cloth bags while shopping,100
2720,Car,Yes,No,Few times,Reduce electricity usage,70
2721,Walk/Cycle,No,No,Daily,Avoid single-use plastic,70
2722,Car,No,No,Daily,Reduce shower time by 2 minutes,40
2723,Walk/Cycle,No,No,Daily,Turn off unused lights,70
2724,Car,No,No,Daily,Reduce shower time by 2 minutes,40
2725,Walk/Cycle,No,No,Rarely,Plant or water a plant,80
2726,Public Transport,Yes,Yes,No,Try vegetarian meal,80
2727,Car,No,No,Rarely,Avoid single-use plastic,50
2728,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
2729,Walk/Cycle,Yes,No,Rarely,Reduce shower time by 2 minutes,100
2730,Public Transport,Yes,Yes,No,Turn off unused lights,80
2731,Public Transport,Yes,Yes,Rarely,Reduce electricity usage,80
2732,Public Transport,No,Yes,Few times,Reduce shower time by 2 minutes,60
2733,Walk/Cycle,Yes,No,No,Avoid single-use plastic,100
2734,Public Transport,No,No,Few times,Avoid single-use plastic,80
2735,Public Transport,Yes,No,Few times,Carry reusable water bottle,100
2736,Public Transport,Yes,No,Few times,Turn off unused lights,100
2737,Car,No,No,Few times,Avoid single-use plastic,50
2738,Car,No,Yes,Daily,Plant or water a plant,20
2739,Public Transport,No,No,No,Walk instead of driving for short distances,80
2740,Public Transport,Yes,Yes,Daily,Use public transport today,70
2741,Public Transport,Yes,Yes,Few times,Reduce electricity usage,80
2742,Walk/Cycle,No,Yes,No,Carry reusable water bottle,60
2743,Public Transport,Yes,No,Few times,Plant or water a plant,100
2744,Public Transport,Yes,No,No,Unplug unused chargers,100
2745,Walk/Cycle,No,No,No,Unplug unused chargers,80
2746,Public Transport,Yes,Yes,Rarely,Use cloth bags while shopping,80
2747,Public Transport,Yes,Yes,Rarely,Walk instead of driving for short distances,80
2748,Car,Yes,Yes,Few times,Carry reusable water bottle,50
2749,Walk/Cycle,Yes,No,Few times,Unplug unused chargers,100
2750,Walk/Cycle,Yes,No,Daily,Unplug unused chargers,90
2751,Car,Yes,No,Rarely,Reduce electricity usage,70
2752,Walk/Cycle,No,Yes,Daily,Avoid single-use plastic,50
2753,Public Transport,No,No,No,Avoid single-use plastic,80
2754,Public Transport,Yes,Yes,Rarely,Try vegetarian meal,80
2755,Walk/Cycle,Yes,No,Rarely,Reduce electricity usage,100
2756,Walk/Cycle,No,No,No,Turn off unused lights,80
2757,Public Transport,Yes,No,Few times,Use cloth bags while shopping,100
2758,Car,No,Yes,Few times,Reduce shower time by 2 minutes,30
2759,Car,No,No,No,Walk instead of driving for short distances,50
2760,Walk/Cycle,No,Yes,No,Use cloth bags while shopping,60
2761,Car,Yes,No,No,Use public transport today,70
2762,Car,Yes,Yes,Daily,Turn off unused lights,40
2763,Car,Yes,No,Daily,Use public transport today,60
2764,Car,No,Yes,Rarely,Use public transport today,30
2765,Public Transport,Yes,Yes,Daily,Carry reusable water bottle,70
2766,Walk/Cycle,No,Yes,Rarely,Use public transport today,60
2767,Public Transport,No,Yes,No,Plant or water a plant,60
2768,Walk/Cycle,No,No,Few times,Use cloth bags while shopping,80
2769,Public Transport,Yes,No,No,Use public transport today,100
2770,Car,Yes,Yes,No,Walk instead of driving for short distances,50
2771,Walk/Cycle,No,No,No,Walk instead of driving for short distances,80
2772,Car,Yes,Yes,Rarely,Try vegetarian meal,50
2773,Public Transport,Yes,Yes,No,Turn off unused lights,80
2774,Car,No,No,Few times,Unplug unused chargers,50
2775,Walk/Cycle,No,Yes,Rarely,Plant or water a plant,60
2776,Walk/Cycle,No,No,Daily,Plant or water a plant,70
2777,Car,Yes,Yes,Few times,Reduce shower time by 2 minutes,50
2778,Walk/Cycle,Yes,No,No,Reduce shower time by 2 minutes,100
2779,Walk/Cycle,No,Yes,Daily,Reduce electricity usage,50
2780,Car,No,No,Daily,Use cloth bags while shopping,40
2781,Public Transport,Yes,No,Rarely,Use cloth bags while shopping,100
2782,Walk/Cycle,Yes,No,Few times,Walk instead of driving for short distances,100
2783,Walk/Cycle,Yes,Yes,Few times,Plant or water a plant,80
2784,Public Transport,No,No,No,Avoid single-use plastic,80
2785,Car,No,Yes,No,Plant or water a plant,30
2786,Public Transport,No,No,Few times,Turn off unused lights,80
2787,Walk/Cycle,Yes,No,No,Walk instead of driving for short distances,100
2788,Car,Yes,Yes,Rarely,Turn off unused lights,50
2789,Car,No,No,Rarely,Turn off unused lights,50
2790,Public Transport,No,Yes,Daily,Reduce shower time by 2 minutes,50
2791,Walk/Cycle,Yes,Yes,Few times,Use public transport today,80
2792,Car,Yes,No,Daily,Carry reusable water bottle,60
2793,Car,No,Yes,Daily,Unplug unused chargers,20
2794,Walk/Cycle,No,Yes,No,Try vegetarian meal,60
2795,Car,No,No,Few times,Use public transport today,50
2796,Walk/Cycle,Yes,No,Rarely,Reduce shower time by 2 minutes,100
2797,Car,No,Yes,Few times,Plant or water a plant,30
2798,Car,No,Yes,Daily,Reduce shower time by 2 minutes,20
2799,Walk/Cycle,No,Yes,Few times,Reduce shower time by 2 minutes,60
2800,Car,No,No,No,Unplug unused chargers,50
2801,Walk/Cycle,Yes,Yes,No,Walk instead of driving for short distances,80
2802,Car,Yes,Yes,Few times,Try vegetarian meal,50
2803,Walk/Cycle,Yes,Yes,Few times,Reduce shower time by 2 minutes,80
2804,Car,No,Yes,Rarely,Unplug unused chargers,30
2805,Public Transport,Yes,No,Few times,Use cloth bags while shopping,100
2806,Car,Yes,Yes,Rarely,Carry reusable water bottle,50
2807,Car,No,Yes,Rarely,Turn off unused lights,30
2808,Car,No,No,Daily,Use cloth bags while shopping,40
2809,Public Transport,Yes,No,No,Carry reusable water bottle,100
2810,Car,No,Yes,Daily,Reduce electricity usage,20
2811,Public Transport,Yes,Yes,Daily,Reduce electricity usage,70
2812,Car,Yes,No,No,Try vegetarian meal,70
2813,Car,No,Yes,Few times,Reduce electricity usage,30
2814,Public Transport,No,No,No,Walk instead of driving for short distances,80
2815,Car,No,No,Daily,Avoid single-use plastic,40
2816,Walk/Cycle,Yes,Yes,Rarely,Turn off unused lights,80
2817,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
2818,Car,Yes,Yes,Rarely,Plant or water a plant,50
2819,Public Transport,No,Yes,Few times,Carry reusable water bottle,60
2820,Walk/Cycle,No,No,Daily,Try vegetarian meal,70
2821,Walk/Cycle,No,Yes,Daily,Use cloth bags while shopping,50
2822,Public Transport,No,No,No,Turn off unused lights,80
2823,Car,No,No,Few times,Reduce shower time by 2 minutes,50
2824,Car,No,No,No,Plant or water a plant,50
2825,Walk/Cycle,No,Yes,Rarely,Reduce shower time by 2 minutes,60
2826,Walk/Cycle,No,No,Few times,Turn off unused lights,80
2827,Car,Yes,Yes,Few times,Walk instead of driving for short distances,50
2828,Public Transport,Yes,Yes,Daily,Reduce electricity usage,70
2829,Car,Yes,Yes,Rarely,Walk instead of driving for short distances,50
2830,Car,No,Yes,Rarely,Avoid single-use plastic,30
2831,Public Transport,No,No,Rarely,Carry reusable water bottle,80
2832,Walk/Cycle,No,Yes,Few times,Turn off unused lights,60
2833,Walk/Cycle,No,Yes,Rarely,Try vegetarian meal,60
2834,Car,No,No,Daily,Reduce electricity usage,40
2835,Car,Yes,Yes,Few times,Use cloth bags while shopping,50
2836,Car,Yes,No,Daily,Use cloth bags while shopping,60
2837,Car,No,Yes,Daily,Walk instead of driving for short distances,20
2838,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
2839,Public Transport,No,No,Few times,Avoid single-use plastic,80
2840,Car,Yes,No,Rarely,Plant or water a plant,70
2841,Car,No,Yes,Few times,Avoid single-use plastic,30
2842,Car,No,No,Rarely,Reduce electricity usage,50
2843,Public Transport,No,Yes,Daily,Use public transport today,50
2844,Car,Yes,No,Daily,Turn off unused lights,60
2845,Car,No,Yes,Rarely,Carry reusable water bottle,30
2846,Car,Yes,Yes,Few times,Avoid single-use plastic,50
2847,Car,Yes,Yes,Rarely,Unplug unused chargers,50
2848,Walk/Cycle,No,Yes,Rarely,Use public transport today,60
2849,Car,Yes,Yes,Daily,Plant or water a plant,40
2850,Walk/Cycle,Yes,No,Rarely,Unplug unused chargers,100
2851,Car,No,No,No,Reduce electricity usage,50
2852,Public Transport,No,Yes,Daily,Try vegetarian meal,50
2853,Walk/Cycle,Yes,No,No,Turn off unused lights,100
2854,Public Transport,Yes,No,Few times,Avoid single-use plastic,100
2855,Public Transport,No,No,Rarely,Unplug unused chargers,80
2856,Car,Yes,No,Few times,Plant or water a plant,70
2857,Public Transport,Yes,No,Daily,Use public transport today,90
2858,Car,No,No,Few times,Avoid single-use plastic,50
2859,Car,No,No,Daily,Reduce shower time by 2 minutes,40
2860,Public Transport,No,No,Few times,Unplug unused chargers,80
2861,Walk/Cycle,No,No,Few times,Walk instead of driving for short distances,80
2862,Public Transport,Yes,No,No,Reduce electricity usage,100
2863,Car,No,Yes,No,Unplug unused chargers,30
2864,Car,No,Yes,Few times,Avoid single-use plastic,30
2865,Walk/Cycle,Yes,Yes,No,Reduce shower time by 2 minutes,80
2866,Public Transport,No,No,Rarely,Turn off unused lights,80
2867,Public Transport,Yes,Yes,Rarely,Avoid single-use plastic,80
2868,Public Transport,Yes,No,Daily,Try vegetarian meal,90
2869,Walk/Cycle,No,No,Few times,Turn off unused lights,80
2870,Public Transport,Yes,No,Daily,Try vegetarian meal,90
2871,Public Transport,Yes,No,Daily,Turn off unused lights,90
2872,Walk/Cycle,Yes,No,Daily,Turn off unused lights,90
2873,Car,Yes,Yes,No,Unplug unused chargers,50
2874,Public Transport,No,No,Few times,Unplug unused chargers,80
2875,Walk/Cycle,No,Yes,No,Avoid single-use plastic,60
2876,Car,Yes,No,Daily,Turn off unused lights,60
2877,Walk/Cycle,No,No,No,Reduce shower time by 2 minutes,80
2878,Car,No,No,Rarely,Use cloth bags while shopping,50
2879,Public Transport,No,Yes,Few times,Plant or water a plant,60
2880,Walk/Cycle,Yes,Yes,Rarely,Use cloth bags while shopping,80
2881,Walk/Cycle,No,No,Rarely,Try vegetarian meal,80
2882,Public Transport,No,Yes,Daily,Carry reusable water bottle,50
2883,Public Transport,Yes,Yes,Rarely,Avoid single-use plastic,80
2884,Walk/Cycle,No,No,Daily,Walk instead of driving for short distances,70
2885,Walk/Cycle,No,Yes,Few times,Unplug unused chargers,60
2886,Public Transport,Yes,Yes,Daily,Plant or water a plant,70
2887,Walk/Cycle,No,Yes,Few times,Use public transport today,60
2888,Walk/Cycle,Yes,No,Rarely,Unplug unused chargers,100
2889,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
2890,Walk/Cycle,Yes,No,Rarely,Use public transport today,100
2891,Public Transport,No,Yes,Few times,Use public transport today,60
2892,Public Transport,Yes,No,Daily,Reduce electricity usage,90
2893,Car,No,Yes,Daily,Plant or water a plant,20
2894,Walk/Cycle,Yes,No,No,Plant or water a plant,100
2895,Public Transport,No,Yes,Rarely,Carry reusable water bottle,60
2896,Walk/Cycle,Yes,Yes,Daily,Unplug unused chargers,70
2897,Public Transport,Yes,Yes,Few times,Try vegetarian meal,80
2898,Public Transport,Yes,No,Few times,Reduce shower time by 2 minutes,100
2899,Walk/Cycle,No,Yes,Daily,Plant or water a plant,50
2900,Walk/Cycle,Yes,Yes,No,Reduce electricity usage,80
2901,Car,Yes,No,Few times,Reduce shower time by 2 minutes,70
2902,Public Transport,Yes,No,No,Carry reusable water bottle,100
2903,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
2904,Walk/Cycle,Yes,Yes,Rarely,Use cloth bags while shopping,80
2905,Car,Yes,Yes,Rarely,Try vegetarian meal,50
2906,Public Transport,Yes,Yes,Few times,Reduce electricity usage,80
2907,Car,Yes,Yes,Rarely,Unplug unused chargers,50
2908,Car,Yes,No,Daily,Avoid single-use plastic,60
2909,Walk/Cycle,No,Yes,Daily,Carry reusable water bottle,50
2910,Public Transport,Yes,Yes,Rarely,Use cloth bags while shopping,80
2911,Car,Yes,No,No,Try vegetarian meal,70
2912,Walk/Cycle,No,Yes,Rarely,Use cloth bags while shopping,60
2913,Public Transport,No,No,Rarely,Avoid single-use plastic,80
2914,Car,Yes,No,Daily,Try vegetarian meal,60
2915,Car,Yes,Yes,Rarely,Try vegetarian meal,50
2916,Public Transport,No,No,No,Turn off unused lights,80
2917,Walk/Cycle,No,Yes,Daily,Use public transport today,50
2918,Public Transport,No,Yes,Daily,Unplug unused chargers,50
2919,Walk/Cycle,Yes,Yes,Daily,Reduce electricity usage,70
2920,Walk/Cycle,Yes,Yes,Daily,Use public transport today,70
2921,Public Transport,Yes,No,Rarely,Reduce electricity usage,100
2922,Car,Yes,Yes,Rarely,Plant or water a plant,50
2923,Walk/Cycle,Yes,Yes,Daily,Reduce shower time by 2 minutes,70
2924,Car,Yes,No,Daily,Unplug unused chargers,60
2925,Walk/Cycle,Yes,No,Rarely,Reduce electricity usage,100
2926,Car,Yes,No,Few times,Use public transport today,70
2927,Walk/Cycle,Yes,Yes,Daily,Carry reusable water bottle,70
2928,Car,No,No,Daily,Walk instead of driving for short distances,40
2929,Public Transport,Yes,No,Few times,Try vegetarian meal,100
2930,Car,Yes,No,Rarely,Use cloth bags while shopping,70
2931,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
2932,Walk/Cycle,No,Yes,No,Plant or water a plant,60
2933,Walk/Cycle,No,Yes,Few times,Plant or water a plant,60
2934,Walk/Cycle,Yes,No,Daily,Unplug unused chargers,90
2935,Walk/Cycle,Yes,No,Daily,Plant or water a plant,90
2936,Public Transport,No,Yes,No,Avoid single-use plastic,60
2937,Car,Yes,Yes,No,Carry reusable water bottle,50
2938,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
2939,Walk/Cycle,No,Yes,Daily,Use public transport today,50
2940,Walk/Cycle,No,No,Daily,Reduce electricity usage,70
2941,Walk/Cycle,Yes,No,Rarely,Reduce electricity usage,100
2942,Walk/Cycle,Yes,No,Daily,Carry reusable water bottle,90
2943,Public Transport,Yes,Yes,No,Unplug unused chargers,80
2944,Car,Yes,No,Daily,Reduce shower time by 2 minutes,60
2945,Walk/Cycle,No,No,No,Carry reusable water bottle,80
2946,Car,No,No,Few times,Reduce electricity usage,50
2947,Car,Yes,Yes,Few times,Use cloth bags while shopping,50
2948,Car,No,No,No,Try vegetarian meal,50
2949,Car,Yes,Yes,Few times,Use public transport today,50
2950,Car,Yes,Yes,No,Avoid single-use plastic,50
2951,Car,No,No,Daily,Avoid single-use plastic,40
2952,Public Transport,No,Yes,Daily,Try vegetarian meal,50
2953,Walk/Cycle,Yes,No,Rarely,Use cloth bags while shopping,100
2954,Public Transport,No,Yes,Rarely,Unplug unused chargers,60
2955,Public Transport,No,Yes,No,Use cloth bags while shopping,60
2956,Car,Yes,No,Few times,Walk instead of driving for short distances,70
2957,Public Transport,Yes,No,Rarely,Turn off unused lights,100
2958,Walk/Cycle,No,No,Daily,Try vegetarian meal,70
2959,Public Transport,No,Yes,Daily,Try vegetarian meal,50
2960,Walk/Cycle,No,No,Few times,Try vegetarian meal,80
2961,Public Transport,Yes,Yes,Few times,Plant or water a plant,80
2962,Car,Yes,No,Daily,Turn off unused lights,60
2963,Car,Yes,No,No,Walk instead of driving for short distances,70
2964,Car,Yes,No,Few times,Carry reusable water bottle,70
2965,Walk/Cycle,Yes,No,Few times,Plant or water a plant,100
2966,Car,Yes,Yes,No,Avoid single-use plastic,50
2967,Walk/Cycle,No,No,Few times,Try vegetarian meal,80
2968,Walk/Cycle,Yes,Yes,No,Walk instead of driving for short distances,80
2969,Public Transport,No,Yes,No,Reduce electricity usage,60
2970,Walk/Cycle,No,No,Rarely,Avoid single-use plastic,80
2971,Car,No,No,Daily,Unplug unused chargers,40
2972,Car,No,No,Rarely,Use cloth bags while shopping,50
2973,Walk/Cycle,Yes,Yes,Rarely,Reduce electricity usage,80
2974,Walk/Cycle,Yes,No,Few times,Walk instead of driving for short distances,100
2975,Public Transport,Yes,Yes,Few times,Use cloth bags while shopping,80
2976,Walk/Cycle,Yes,Yes,Few times,Turn off unused lights,80
2977,Walk/Cycle,No,No,No,Avoid single-use plastic,80
2978,Walk/Cycle,No,No,Rarely,Reduce shower time by 2 minutes,80
2979,Public Transport,Yes,Yes,Rarely,Use public transport today,80
2980,Public Transport,No,Yes,No,Avoid single-use plastic,60
2981,Walk/Cycle,No,No,Few times,Walk instead of driving for short distances,80
2982,Public Transport,Yes,Yes,No,Unplug unused chargers,80
2983,Public Transport,Yes,No,Few times,Avoid single-use plastic,100
2984,Public Transport,Yes,Yes,Rarely,Plant or water a plant,80
2985,Car,No,Yes,No,Avoid single-use plastic,30
2986,Walk/Cycle,No,Yes,Few times,Reduce electricity usage,60
2987,Walk/Cycle,Yes,Yes,Daily,Turn off unused lights,70
2988,Public Transport,No,Yes,Daily,Plant or water a plant,50
2989,Walk/Cycle,Yes,No,Rarely,Unplug unused chargers,100
2990,Car,Yes,No,No,Reduce electricity usage,70
2991,Public Transport,Yes,No,No,Unplug unused chargers,100
2992,Walk/Cycle,No,Yes,No,Walk instead of driving for short distances,60
2993,Car,Yes,Yes,Few times,Reduce shower time by 2 minutes,50
2994,Public Transport,Yes,Yes,No,Reduce electricity usage,80
2995,Car,Yes,Yes,Rarely,Unplug unused chargers,50
2996,Public Transport,Yes,No,No,Walk instead of driving for short distances,100
2997,Car,No,No,Rarely,Reduce shower time by 2 minutes,50
2998,Public Transport,No,Yes,Few times,Avoid single-use plastic,60
2999,Public Transport,No,No,Few times,Use public transport today,80
3000,Walk/Cycle,Yes,Yes,Daily,Unplug unused chargers,70
3001,Public Transport,Yes,No,Rarely,Plant or water a plant,100
3002,Public Transport,Yes,Yes,Daily,Unplug unused chargers,70
3003,Car,No,Yes,Daily,Use public transport today,20
3004,Public Transport,Yes,No,Daily,Walk instead of driving for short distances,90
3005,Walk/Cycle,No,Yes,Rarely,Plant or water a plant,60
3006,Public Transport,Yes,No,Few times,Walk instead of driving for short distances,100
3007,Walk/Cycle,No,Yes,Daily,Plant or water a plant,50
3008,Car,No,Yes,Rarely,Avoid single-use plastic,30
3009,Public Transport,No,Yes,No,Use cloth bags while shopping,60
3010,Car,Yes,Yes,Rarely,Carry reusable water bottle,50
3011,Public Transport,No,No,Few times,Use public transport today,80
3012,Public Transport,Yes,No,Rarely,Unplug unused chargers,100
3013,Walk/Cycle,Yes,Yes,No,Avoid single-use plastic,80
3014,Walk/Cycle,Yes,No,Daily,Carry reusable water bottle,90
3015,Car,No,Yes,Few times,Plant or water a plant,30
3016,Walk/Cycle,No,No,No,Use public transport today,80
3017,Walk/Cycle,Yes,No,Daily,Use public transport today,90
3018,Car,Yes,No,Daily,Carry reusable water bottle,60
3019,Public Transport,No,No,No,Reduce electricity usage,80
3020,Walk/Cycle,No,No,Daily,Unplug unused chargers,70
3021,Walk/Cycle,No,Yes,Rarely,Reduce electricity usage,60
3022,Car,Yes,No,Few times,Carry reusable water bottle,70
3023,Public Transport,No,No,Rarely,Turn off unused lights,80
3024,Walk/Cycle,No,No,Daily,Turn off unused lights,70
3025,Public Transport,Yes,Yes,Few times,Carry reusable water bottle,80
3026,Public Transport,No,Yes,Rarely,Avoid single-use plastic,60
3027,Walk/Cycle,No,No,Rarely,Use cloth bags while shopping,80
3028,Walk/Cycle,Yes,Yes,Daily,Avoid single-use plastic,70
3029,Car,No,Yes,Few times,Avoid single-use plastic,30
3030,Car,Yes,No,Rarely,Turn off unused lights,70
3031,Walk/Cycle,Yes,Yes,No,Walk instead of driving for short distances,80
3032,Car,No,No,No,Reduce shower time by 2 minutes,50
3033,Walk/Cycle,Yes,Yes,Rarely,Avoid single-use plastic,80
3034,Public Transport,No,No,Daily,Unplug unused chargers,70
3035,Car,Yes,Yes,Few times,Unplug unused chargers,50
3036,Walk/Cycle,Yes,No,No,Walk instead of driving for short distances,100
3037,Car,No,No,Daily,Carry reusable water bottle,40
3038,Public Transport,Yes,Yes,Few times,Reduce shower time by 2 minutes,80
3039,Walk/Cycle,No,Yes,Daily,Use cloth bags while shopping,50
3040,Walk/Cycle,No,No,Rarely,Unplug unused chargers,80
3041,Car,Yes,No,Few times,Turn off unused lights,70
3042,Walk/Cycle,Yes,Yes,Few times,Reduce shower time by 2 minutes,80
3043,Car,Yes,Yes,Rarely,Plant or water a plant,50
3044,Walk/Cycle,No,Yes,Daily,Walk instead of driving for short distances,50
3045,Public Transport,No,Yes,No,Plant or water a plant,60
3046,Public Transport,Yes,Yes,Daily,Use cloth bags while shopping,70
3047,Car,Yes,Yes,Rarely,Unplug unused chargers,50
3048,Walk/Cycle,Yes,Yes,Few times,Use cloth bags while shopping,80
3049,Walk/Cycle,Yes,Yes,No,Carry reusable water bottle,80
3050,Car,Yes,No,No,Use cloth bags while shopping,70
3051,Walk/Cycle,Yes,No,Daily,Reduce electricity usage,90
3052,Car,No,No,Few times,Try vegetarian meal,50
3053,Car,Yes,No,Few times,Reduce shower time by 2 minutes,70
3054,Walk/Cycle,Yes,Yes,Rarely,Carry reusable water bottle,80
3055,Public Transport,No,No,Daily,Walk instead of driving for short distances,70
3056,Public Transport,No,Yes,Few times,Avoid single-use plastic,60
3057,Public Transport,No,Yes,Daily,Walk instead of driving for short distances,50
3058,Public Transport,No,No,Daily,Reduce electricity usage,70
3059,Car,No,Yes,Daily,Carry reusable water bottle,20
3060,Car,No,Yes,Daily,Plant or water a plant,20
3061,Car,No,No,No,Unplug unused chargers,50
3062,Car,No,No,Rarely,Walk instead of driving for short distances,50
3063,Car,Yes,No,Daily,Plant or water a plant,60
3064,Walk/Cycle,No,Yes,Rarely,Use public transport today,60
3065,Car,Yes,Yes,No,Walk instead of driving for short distances,50
3066,Walk/Cycle,Yes,No,Daily,Avoid single-use plastic,90
3067,Public Transport,No,Yes,Few times,Plant or water a plant,60
3068,Car,Yes,No,Few times,Turn off unused lights,70
3069,Car,No,No,No,Reduce electricity usage,50
3070,Public Transport,Yes,No,Daily,Turn off unused lights,90
3071,Car,Yes,Yes,Rarely,Walk instead of driving for short distances,50
3072,Walk/Cycle,No,Yes,Rarely,Avoid single-use plastic,60
3073,Car,Yes,Yes,Rarely,Plant or water a plant,50
3074,Public Transport,No,Yes,Daily,Plant or water a plant,50
3075,Walk/Cycle,No,No,No,Turn off unused lights,80
3076,Public Transport,No,No,Rarely,Walk instead of driving for short distances,80
3077,Car,No,No,No,Reduce electricity usage,50
3078,Walk/Cycle,No,Yes,Daily,Carry reusable water bottle,50
3079,Walk/Cycle,No,Yes,No,Unplug unused chargers,60
3080,Car,Yes,No,Daily,Plant or water a plant,60
3081,Public Transport,Yes,Yes,Daily,Use public transport today,70
3082,Walk/Cycle,Yes,Yes,No,Walk instead of driving for short distances,80
3083,Walk/Cycle,No,Yes,No,Walk instead of driving for short distances,60
3084,Car,Yes,Yes,Few times,Plant or water a plant,50
3085,Car,No,No,Rarely,Try vegetarian meal,50
3086,Car,Yes,No,No,Try vegetarian meal,70
3087,Car,Yes,No,Rarely,Turn off unused lights,70
3088,Walk/Cycle,No,Yes,Rarely,Avoid single-use plastic,60
3089,Walk/Cycle,No,No,Rarely,Plant or water a plant,80
3090,Public Transport,Yes,Yes,No,Walk instead of driving for short distances,80
3091,Car,No,No,Rarely,Use cloth bags while shopping,50
3092,Public Transport,No,No,No,Reduce electricity usage,80
